url,product_name,barcode,brand,quantity,serving_size,nutriscore_letter,nova_group,ingredients_text,allergens,traces,energy_kj_100g,energy_kcal_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,main_image_url,categories,contains_palm_oil,vegetarian_status,vegan_status,fruits_vegetables_nuts_percent,nutrient_level_fat,nutrient_level_saturated_fat,nutrient_level_sugars,nutrient_level_salt,additives,packaging,stores,countries,origins,manufacturing_places,ecoscore_grade,ecoscore_score,carbon_footprint_100g
https://world.openfoodfacts.org/product/6111242100992/perly,perly – 100 g,6.11124E+12,perly,100 g,100g,,,"جبن طري بالسكر Fromage frais sucré القيمة الغذائية ل 100غ Valeurs nutritionnelles pour 100g القيمة الحرارية ككال 97 Valeurs énergiftiques Kad | Protéines Carbohydrates 9.94 Lipides 9 3,0 è Calcium mg 250 gla البروتينات غ 8.0 9 الكاربوهيدرات الدهنيات الكالسيوم",Milk,,406,97,3,,9.4,,,8,,https://images.openfoodfacts.org/images/products/611/124/210/0992/front_fr.131.200.jpg,"Dairies, Fermented foods, Fermented milk products, Snacks, Desserts, Dairy desserts, Fermented dairy desserts, Plain fermented dairy desserts, Plain fermented dairy desserts with cream",,unknown,unknown,,moderate,,,,[],Plastic,,"Morocco , United States",Morocco,Maroc,,,
https://world.openfoodfacts.org/product/7622210449283/prince-gout-chocolat-lu,Prince Gout Chocolat – LU – 300 g,7.62221E+12,LU,300 g,20g,E,4,"WHEAT flour 35%, whole WHEAT flour 15.7%, sugar, vegetable oils (palm, rapeseed), low-fat cocoa powder 4.5%, glucose syrup, WHEAT starch, raising agents (ammonium bicarbonate, sodium bicarbonate, disodium diphosphate), emulsifiers ( SOY lecithin, sunflower lecithin), salt, skimmed MILK powder, lactose and MILK proteins, flavors, MAY CONTAIN EGG .","Eggs, Gluten, Milk, Soybeans",Eggs,1.96,465,17.5,5.5,70,31.5,4,6.5,0.5,https://images.openfoodfacts.org/images/products/762/221/044/9283/front_en.605.200.jpg,"Snacks, Breakfasts, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, Filled biscuits, Sandwich biscuits",TRUE,,,,moderate,high,high,moderate,"['E322 - Lecithins', 'E322i - Lecithin', 'E500 - Sodium carbonates', 'E503 - Ammonium carbonates']","Packet , Etui en carton , Film en plastique , Hdpe film-packet","Carrefour Market , Magasins U , Auchan , Intermarché , Carrefour , Casino , Cora , Bi1 , carrefour.fr , Netto , Bannete , E.Leclerc","Algeria , Belgium , France , French Polynesia , Germany , Guadeloupe , Hungary , Luxembourg , Martinique , Morocco , New Caledonia , Réunion , Spain , Switzerland , United States",,,,,
https://world.openfoodfacts.org/product/3046920029759/90-lindt,90% – Lindt – 100 g,3.04692E+12,Lindt,100 g,1 square (10 g),E,3,"cocoa mass, cocoa butter, fat reduced cocoa, sugar, vanilla",,"Milk, Nuts, Soybeans",2.477,592,55,30,14,0,0,10,0.03,https://images.openfoodfacts.org/images/products/304/692/002/9759/front_en.492.200.jpg,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, Dark chocolate bar, Extra fine dark chocolates",,,,,high,high,moderate,low,[],"Aluminium wrap , Box cardboard , Caja de cartón , Card-box , Foil-wrapper , es:Recipiente , fr:Feuille aluminium , fr:Étui carton , pt:Papel de aluminio","Carrefour , Géant , Kupsch , Magasins U , Esselunga , Lindt , carrefour.fr , COOP , El Corte Inglés , Consum , Meny , Walmart","Algeria , Austria , Belgium , Bulgaria , Canada , Czech Republic , Finland , France , French Polynesia , Germany , Ireland , Italy , Mauritius , Morocco , Netherlands , Norway , Réunion , Romania , Singapore , Spain , Sweden , Switzerland , Tunisia , United Kingdom",,Aachen,,,
https://world.openfoodfacts.org/product/6111031005064/tonik-bimo,tonik – bimo – 22 g,6.11103E+12,bimo,22 g,23g,E,2,"French: Coffret fourré au cacao (41,6%) et à la vanille (208) - Ingrédients Farine de blé, sucre, huile végétale non hydrogénée (huile de palme), filtrat de lait, poudre de cacao Émulsifiant à faible teneur en cacao (322) Lécithine de soja ) Agent levant (5000) Sucre artificiel (vanilline) Sel Contient du lait , du blé ( gluten ) du soja","Gluten, Milk, Soybeans",,2.12,504,22.2,10.9,71.7,40,0.435,4.35,0.217,https://images.openfoodfacts.org/images/products/611/103/100/5064/front_fr.56.200.jpg,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Cereals and their products, Cocoa and its products, Confectioneries, Flours, Biscuits, Cereal flours, Chocolate candies, Sweeteners, Wheat flours, Sugars, fr:Gaufrettes-fourrees-au-cacao",TRUE,unknown,,,high,high,high,low,[],,,Morocco,Morocco,,,,
https://world.openfoodfacts.org/product/3175680011480/gerble-sesame-cookie-230g-8-2oz,"Gerblé - Sesame Cookie, 230g (8.2oz) – 230g",3.17568E+12,Gerblé,230g,11.5g,C,4,"Wheat flour , brown cane sugar, rapeseed oil, toasted sesame 10.6%, wheat germ 5.4%, whole wheat flour 5.4%, natural flavor, magnesium, emulsifier: lecithins, raising agents (potassium tartrates, sodium carbonates, ammonium carbonates), sea salt, wheat starch, vitamins (E, PP, B6, B1, B9).","Gluten, Sesame seeds","Eggs, Lupin, Milk, Mustard, Nuts, Soybeans",1.961,467,18,2,64,17,4.6,10,0.38,https://images.openfoodfacts.org/images/products/317/568/001/1480/front_en.221.200.jpg,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits",,unknown,unknown,,moderate,moderate,high,moderate,"['E322 - Lecithins', 'E336 - Potassium tartrates', 'E500 - Sodium carbonates', 'E503 - Ammonium carbonates']","Plastic , Cardboard","E.Leclerc , Carrefour , Auchan , Monoprix , carrefour.fr , Lidl , Intermarché","Belgium , Bulgaria , France , Switzerland","France , European Union , Non European Union",France,,,
https://world.openfoodfacts.org/product/20995553/dark-chocolate-85-cocoa-j-d-gross,Dark Chocolate 85% Cocoa – J.D. Gross – 125g,20995553,J.D. Gross,125g,25 g,D,4,"Cocoa mass, fat reduced cocoa powder, cocoa butter, sugar, emulsifier: soya lecithins, vanilla extract.
Dark chocolate containts: Cocoa solids 85% minimum.",Soybeans,"Milk, Nuts",2.51,600,48,28,36,12,16,12,0,https://images.openfoodfacts.org/images/products/000/002/099/5553/front_en.314.200.jpg,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates",,,,,high,high,moderate,low,"['E322 - Lecithins', 'E322i - Lecithin']","Cardboard , Non-corrugated cardboard",Lidl,"Austria , Belgium , Bulgaria , Estonia , Finland , France , Germany , Italy , Lithuania , Slovakia , Slovenia , Spain , United Kingdom",,,,,
https://world.openfoodfacts.org/product/3268840001008/hhhhh-cristaline,Hhhhh – Cristaline – 500 ml,3.26884E+12,Cristaline,500 ml,1 L,A,,Hhhhh,,,0,0,0,0,0,,,,0.005,https://images.openfoodfacts.org/images/products/326/884/000/1008/front_fr.422.200.jpg,"Beverages and beverages preparations, Beverages, Snacks, Waters, Spring waters",,,,,low,low,,low,[],"Plastic , Bottle or vial , PET 1 - Polyethylene terephthalate , Bottle , fr:Bouchon en plastique","Sogeres , Holyday Inn Toulon","Belgium , Côte d'Ivoire , France , Germany , Luxembourg , Mali , Martinique , Russia , Switzerland , United Kingdom","France , Provence-Alpes-Côte d'Azur , Italy , Vaucluse , Cairanne , Chambon-la-Forêt , Source Emma , Source Ofélia , Source Sainte Cécile , Source Éléna , Source Éléonore","France , Italie",,,
https://world.openfoodfacts.org/product/3362600011044/henry-s,Henry’s – 42g,3.3626E+12,Henry's,42g,42 g,E,4,"French: Farine de froment , sucre, graisse végétale, sucre inverti, agents levants ( bicarbonate d'ammonium - bicarbonate de sodium), sel, arome.",Gluten,"Milk, Soybeans",1.841,440,10.824,5.294,76.471,24.235,2.353,7.647,0.882,https://images.openfoodfacts.org/images/products/336/260/001/1044/front_fr.43.200.jpg,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits",,unknown,unknown,,moderate,high,high,moderate,"['E500 - Sodium carbonates', 'E500ii - Sodium hydrogen carbonate', 'E503 - Ammonium carbonates', 'E503ii - Ammonium hydrogen carbonate']",Plastic,,Morocco,,,,,
https://world.openfoodfacts.org/product/8425197712024/compound-chocolate-with-milk-and-almonds-maruja,Compound Chocolate with MILK AND ALMONDS – Maruja – 150 g,8.4252E+12,Maruja,150 g,,E,4,"sugar, cocoa butter, whole milk powder, cocoa mass, almonds , emulsifier ( soya lecithin ), flavoring","Milk, Nuts, Soybeans",,2.255,539,33,25,53,50,,7.2,0.275,https://images.openfoodfacts.org/images/products/842/519/771/2024/front_en.60.200.jpg,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolates, Compound chocolates, Food",,,,,high,high,high,low,"['E322 - Lecithins', 'E322i - Lecithin']","Metal , Paper , Recyclable Metals , Aluminium",,"Algeria , Cameroon , France , Morocco , Spain",,Espagne,,,
https://world.openfoodfacts.org/product/7622210578464/organic-70-dark-chocolate-bar-green-black-s,Organic 70% Dark Chocolate Bar – Green & Black's – 90g,7.62221E+12,Green & Black's,90g,1 portion (100 g),E,3,"cocoa mass #, cane sugar #, cocoa butter #, vanilla extract #, may contain nuts , milk",,"Milk, Nuts",2.428,580,42,25,36,29,10,9.1,0.01,https://images.openfoodfacts.org/images/products/762/221/057/8464/front_en.29.200.jpg,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, Dark chocolate bar with more than 70% cocoa",,,,,high,high,high,low,[],Paper/Foil,,"France , Ireland , Sweden , United Kingdom",,,,,
https://world.openfoodfacts.org/product/6111259343108/king-cookies-excelo,KING COOKIES – Excelo,6.11126E+12,Excelo,,,E,,French: دقيقالقمح،رقائق الشوكولاته20%[عجينة زيت النخلة.الكاكاو،سكر،دكستروز و مستحلب,,,2.021,483,24,12,61.5,32,,5.2,0.27,https://images.openfoodfacts.org/images/products/611/125/934/3108/front_fr.25.200.jpg,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, Drop cookies",,unknown,unknown,,high,high,high,low,[],,,Morocco,,,,,
https://world.openfoodfacts.org/product/3362600011228/sable-coco-henry-s-42g,Sable coco Henry s 42g – 42g,3.3626E+12,Henry's,42g,42 g,E,4,"French: Farine de froment , sucre, graisse végétale, noix de coco râpée, poudre de lait , poudre de lactosérum , sucre inverti, agents levants (bicarbonate d'ammonium - bicarbonate de Sodium), sel, arômes.","Gluten, Milk",Soybeans,1.85,443,12.4,7.14,73.8,23.8,2.38,7.62,0.899,https://images.openfoodfacts.org/images/products/336/260/001/1228/front_fr.38.200.jpg,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, Shortbread cookies, Shortbread cookie with coconut",,unknown,,,moderate,high,high,moderate,"['E500 - Sodium carbonates', 'E500ii - Sodium hydrogen carbonate', 'E503 - Ammonium carbonates', 'E503ii - Ammonium hydrogen carbonate']",Plastic,,Morocco,,Maroc,,,
https://world.openfoodfacts.org/product/7300400481595/authentique-wasa,AUTHENTIQUE – wasa – 275 g,7.3004E+12,Wasa,275 g,11.4 g (1 tranche),A,3,"wholemeal rye flour (77 g*), rye flour (28 g*), yeast, salt, may contain traces of milk and sesame seeds , *in g per 100 g of product",Gluten,"Lupin, Milk, Mustard, Sesame seeds, Soybeans",1.415,336,1.5,0,62,0,19,9,1,https://images.openfoodfacts.org/images/products/730/040/048/1595/front_fr.234.200.jpg,"Plant-based foods and beverages, Plant-based foods, Snacks, Breakfasts, Cereals and potatoes, Cereals and their products, Breads, Crispbreads",,,,,low,low,low,moderate,[],"Paper , Envelope , Package paper , Paper recycling","Leclerc , Magasins U , carrefour.fr , Intermarché","France , Italy , Réunion , Spain , Switzerland",,"Barilla Sverige AB , 682 82 , Filipstad , Zweden",,,
https://world.openfoodfacts.org/product/3046920022651/excellence-noir-intense-70-cacao-lindt,Excellence Noir Intense 70% Cacao – Lindt – 100 g,3.04692E+12,Lindt,100 g,10 g,E,3,"cocoa paste, sugar, cocoa butter, vanilla",,"Milk, Nuts, Sesame seeds, Soybeans",2.35,566,41,24,35,30,,9.5,0.02,https://images.openfoodfacts.org/images/products/304/692/002/2651/front_en.159.200.jpg,"Fermented foods, Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, Dark chocolate bar, Dark chocolate bar with more than 70% cocoa",,,,,high,high,high,low,[],"Metal , Cardboard , Recyclable Metals , Aluminium","Magasins U , Carrefour , carrefour.fr , Carrefour Market , E.leclerc , Carrefour City , Intermarché","Algeria , Belgium , Czech Republic , France , Germany , Guadeloupe , Italy , Morocco , Réunion , Spain , Switzerland",,France,,,
https://world.openfoodfacts.org/product/5060042641000/lightly-sea-salted-tyrrell-s,Lightly Sea Salted – Tyrrell's – 150g,5.06004E+12,Tyrrell's,150g,1 serving (100 g),C,3,"Potatoes, sunflower oil, sea salt. May contain Milk .",,Milk,1.992,476,27,2.4,49,0.64,5.5,6.2,0.83,https://images.openfoodfacts.org/images/products/506/004/264/1000/front_en.179.200.jpg,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps, Potato crisps in sunflower oil, fr:Chips de pommes de terre classiques",,,,,high,moderate,low,moderate,[],"MixedPlasticFilm-packet , Mixed plastic film-packet","Carrefour , Magasins U , Sainsbury's , carrefour.fr , Plus , Albert Heijn , Asda , El Corte Inglés","France , Germany , Spain , United Kingdom",United Kingdom,United Kingdom,,,
https://world.openfoodfacts.org/product/7622210584724/intense-dark-chocolate-green-and-black,Intense dark chocolate – Green and black – 90g,7.62221E+12,Green and black,90g,6 squares (18 g),D,3,"cocoa mass, cocoa butter, fat-reduced cocoa powder, cane sugar, vanilla extract",,"Milk, Nuts",2.53,606,50,30,23.9,13.9,12.8,10,0.131,https://images.openfoodfacts.org/images/products/762/221/058/4724/front_en.95.200.jpg,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Chocolates, Dark chocolates",,,,,high,high,high,low,[],"1 film to recycle , 1 paper wrap to recycle , Foil-wrapper , Paper-wrapper",Tesco,"Belgium , France , Ireland , United Kingdom",Madagarcar vanilla,,,,
https://world.openfoodfacts.org/product/3046920022606/excellence-85-cacao-chocolat-noir-puissant-lindt-lindt,Excellence 85% Cacao Chocolat Noir Puissant Lindt % Lindt – 100g,3.04692E+12,Lindt,100g,100 g,E,3,"Pâte de cacao, cacao maigre, beurre de cacao, cassonade, vanille bourbon naturelle en gousse.",,"Milk, Nuts, Sesame seeds, Soybeans",2.418,584,46,27,22,15,0,12.5,0.02,https://images.openfoodfacts.org/images/products/304/692/002/2606/front_en.102.200.jpg,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, Dark chocolate bar",,,,,high,high,high,low,[],"fr:emballage carton , fr:papier aluminium","Magasins U , Carrefour , Auchan , carrefour.fr , E.leclerc , Carrefour Market , Carrefour City","Austria , Belgium , France , Germany , Italy , Morocco , Netherlands , Réunion , Spain , Switzerland",,"France , Oloron-sainte-marie 64400",,,
https://world.openfoodfacts.org/product/3229820100234/filled-dark-chocolate-bjorg,Filled - Dark Chocolate – Bjorg – 225 g,3.22982E+12,Bjorg,225 g,50g,D,4,"Wheat flour 39%, dark chocolate 25% (cocoa mass, cane sugar, cocoa butter), unrefined brown cane sugar, wholemeal wheat flour 15%, oleic sunflower oil, natural vanilla flavouring, skimmed milk powder, sea salt, raising agents: ammonium carbonates, sodium carbonates, thickener: acacia gum, antioxidant: rosemary extract.","Gluten, Milk, Soybeans","Eggs, Mustard, Nuts, Sesame seeds, Soybeans",1.996,476,19,6.3,66,27,5.2,7.6,0.49,https://images.openfoodfacts.org/images/products/322/982/010/0234/front_fr.246.200.jpg,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, Chocolate biscuits, Filled biscuits, Dark chocolate biscuits, Sandwich biscuits",,,,,moderate,high,high,moderate,"['E414 - Acacia gum', 'E502 - Carbonates']","Plastic , Cardboard , Dry , Film , Sleeve","LIDL , Monoprix , Carrefour , Auchan , Intermarché , Carrefour Market , Leclerc","France , Luxembourg , Switzerland","France , European Union and Non European Union",France,,,
https://world.openfoodfacts.org/product/20022464/extra-dark-74-cocoa-fin-carre,Extra dark 74% Cocoa – fin CARRÉ – 100 gram,20022464,fin CARRÉ,100 gram,20 gram,E,4,"cocoa mass, sugar, cocoa butter, fat reduced cocoa powder, emulsifier: lecithins ( soya ), natural vanilla flavouring, dark chocolate contains: cocoa solids 74% minimum",Soybeans,"Gluten, Amande, Arachides, Avoine, Ble, Lait, Noisettes, Noix, Noix-de-cajou, Noix-de-macadamia, Noix-de-pecan, Noix-du-bresil, Orge, Pistaches, Seigle",2.367,571,42,26,32,26,,9.9,0.02,https://images.openfoodfacts.org/images/products/000/002/002/2464/front_en.301.200.jpg,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, Extra fine dark chocolates, Cacao-et-derives",,,,,high,high,high,low,['E322 - Lecithins'],"Mixed plastic-packet , Plastikowe , Sachet plastique de 3g",Lidl,"Belgium , Bulgaria , Czech Republic , Finland , Germany , Netherlands , Poland , Spain","Germany , Ludwig Weinrich , Ludwig Weinrich in Germany","Übach-Palenberg , Heinsberg (Kreis) , Köln (Regierungsbezirk) , Nordrhein-Westfalen , Deutschland",,,
https://world.openfoodfacts.org/product/7300400481588/fine-rye-crispbread-fibre-wasa,Fine Rye Crispbread - Fibre – Wasa – 230 g,7.3004E+12,Wasa,230 g,10 g (1 tranche),A,3,"whole rye flour (57 g), wheat bran (27 g), oatmeal (13 g), sesame seeds (7.9 g), wheat germ, salt.","Gluten, Sesame seeds","Lupin, Milk, Mustard, Soybeans",1.397,333,5,1,47,2,26,12,1.2,https://images.openfoodfacts.org/images/products/730/040/048/1588/front_en.269.200.jpg,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Cereals and their products, Chips and fries, Crisps, Breads, Extruded crispbreads, Crispbreads, Crispbreads(wholemeal), Extruded and grilled crispbread",,,,,moderate,low,low,moderate,[],"Paper , Envelope","Dia , Auchan , Magasins U , carrefour.fr , Monoprix , Centre Commercial E.Leclerc","Belgium , France , Guadeloupe , Italy , Réunion , Spain , Switzerland","Sweden , Germany , Belarus , Estonia , Latvia , Poland , fr:Seigle","Barilla Deutschland GmbH , Wasastrasze 10 , 29229 , Celle , Allemagne",,,
https://world.openfoodfacts.org/product/6111259341197/momo-black-excelo,Momo black – Excelo – 36 g,6.11126E+12,Excelo,36 g,36 g,E,4,"French: Farine de blé , sucre, huile végétale hydrogénée (palme), cacao en poudre (3,4%), régulateur d'acidité (acide citrique (E330), acide tartrique (E334)), poudre à lever (bicarbonate d'ammonium et bicarbonate sodium), émulsifiant végétal ( lécithine de soja (E322)) et sel.","Gluten, Milk, Soybeans","Gluten, Milk",2.073,497,21,9.9,70,27,,7,0.32,https://images.openfoodfacts.org/images/products/611/125/934/1197/front_en.37.200.jpg,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, Biscuit-snack-with-chocolate-filling",TRUE,,,,high,high,high,moderate,"['E322 - Lecithins', 'E322i - Lecithin', 'E330 - Citric acid', 'E334 - L(+)-tartaric acid', 'E500 - Sodium carbonates', 'E500ii - Sodium hydrogen carbonate', 'E503 - Ammonium carbonates', 'E503ii - Ammonium hydrogen carbonate']",,,Morocco,,,,,
https://world.openfoodfacts.org/product/5410041001204/original-lu,Original – LU – 100g,5.41004E+12,"LU , Mondelēz , Tuc",100g,30 g,E,4,"WHEAT flour, palm oil, glucose syrup, BARLEY malt extract, raising agents (ammonium carbonates, sodium carbonates), salt, EGGS , flavouring, flour treatment agent (sodium METABISULFITE ).","Eggs, Gluten, Sulphur dioxide and sulphites","Milk, Soybeans",2.017,482,19,9,67,7.1,2.4,8.3,1.7,https://images.openfoodfacts.org/images/products/541/004/100/1204/front_en.520.200.jpg,"Snacks, Salty snacks, Appetizers, Biscuits and crackers, Crackers(Appetizers)",TRUE,,,,moderate,high,moderate,high,"['E223 - Sodium metabisulphite', 'E500 - Sodium carbonates', 'E503 - Ammonium carbonates']",Plastic,"Carrefour , E.Leclerc , REWE","Austria , Belgium , Denmark , Estonia , Finland , France , Germany , Italy , Luxembourg , Malta , Morocco , Netherlands , Portugal , Spain , Sweden , Switzerland",,,,,
https://world.openfoodfacts.org/product/3046920028004/70-chocolate-lindt-sprungli,70% chocolate – Lindt & Sprüngli – 100 g,3.04692E+12,Lindt & Sprüngli,100 g,1 serving (20 g),E,3,"Cocoa mass, sugar, cocoa butter, vanilla.",,"Milk, Nuts, Sesame seeds, Soybeans",2.35,562,41,24,35,30,,9.5,0.025,https://images.openfoodfacts.org/images/products/304/692/002/8004/front_en.380.200.jpg,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, Dark chocolate bar with more than 70% cocoa, Extra fine dark chocolates",,,,,high,high,high,low,[],"Aluminium-wrapper , Card-carton , Container",,"Australia , Belgium , Canada , Czech Republic , Denmark , Estonia , France , Germany , Hungary , Ireland , Italy , Lebanon , Morocco , Netherlands , Portugal , Serbia , Spain , Switzerland , United Kingdom",,France,,,
https://world.openfoodfacts.org/product/6111259340992/eyoo-cover-excelo,Eyoo cover – EXCELO – 52,6.11126E+12,EXCELO,52,,C,4,"French: Sucre, Farine de blé tendre, Graisses végétales (Palme, Karité), Cacao en poudre, Sirop de glucose, Amidon de maïs, Poudre de lait , Poudre de lactosérum, Lait entier en poudre, Masse de cacao, Poudre à lever (Bicarbonate de sodium et d'ammonium), Sel, Emulsifiant ( Lécithine de soja (E322), et Vaniline.","Gluten, Milk, Soybeans",,2.122,452,23,0,55,0,,6,0,https://images.openfoodfacts.org/images/products/611/125/934/0992/front_fr.8.200.jpg,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Chocolate biscuits, Biscuits-et-gateaux, Biscuits-fourres, Snacks-sucres, fr:Biscuit-au-cacao-avec-fourrage-goût-vanille-et-enrobé-au-cacao",TRUE,unknown,,,high,low,low,low,"['E322 - Lecithins', 'E322i - Lecithin', 'E500 - Sodium carbonates', 'E500ii - Sodium hydrogen carbonate', 'E503 - Ammonium carbonates', 'E503i - Ammonium carbonate']",Plastic,,Morocco,Morocco,Maroc,,,
https://world.openfoodfacts.org/product/6111252860077/trios-aperitivos-company,Trios – Aperitivos company – 20g,6.11125E+12,Aperitivos company,20g,,E,4,"French: Maïs, huile et/ou graisse végétale, arômes, sel et colorant",,,2.234,534,32.1,32.1,54,54,,5.2,2,https://images.openfoodfacts.org/images/products/611/125/286/0077/front_fr.11.200.jpg,"Snacks, Apéritif, Snacks salés",,,,,high,high,high,high,[],,,"Morocco , Spain , Marruecos",,"Tanger , Maroc",,,
https://world.openfoodfacts.org/product/20095291/dark-chocolate-70-j-d-gross,Dark Chocolate 70% – J.D. Gross – 125g,20095291,"J.D. Gross , Lidl",125g,1 square (12.5 g),E,4,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier: Soya Lecithins, Vanilla Extract.",Soybeans,"Milk, Nuts",2.28,544,40,24.8,32,27.2,12,8.8,0.08,https://images.openfoodfacts.org/images/products/000/002/009/5291/front_en.270.200.jpg,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, Dark chocolate bar with more than 70% cocoa",,,,,high,high,high,low,['E322 - Lecithins'],"Paper , Cardboard , Paperboard , Card-box , Stück , nl:FSC Mixte carton",Lidl,"Belgium , France , Germany , Italy , Spain , Switzerland , United Kingdom",Ecuador,"Rausch Schokoladen GmbH , Peine (Landkreis) , Niedersachsen , Deutschland",,,
https://world.openfoodfacts.org/product/80176800/nutella-ferrero,Nutella – Ferrero – 750g,80176800,Ferrero,750g,1 portion (40 g),E,4,"sugar, palm oil, hazelnuts , skimmed milk powder, low-fat cocoa, emulsifier: lecithins ( soy ), vanillin","Milk, Nuts, Soybeans",,2.231,533,30.67,0,57.33,0,0,6,1.07,https://images.openfoodfacts.org/images/products/000/008/017/6800/front_en.273.200.jpg,"Snacks, Breakfasts, Spreads, Sweet spreads, fr:Pâtes à tartiner, Hazelnut spreads, Chocolate spreads, Cocoa and hazelnuts spreads",TRUE,unknown,,,high,high,high,moderate,['E322 - Lecithins'],"Jar , Glass-jar , Mixed plastic-film , Pp-lid , Staklo , fr:couvercle plasticle , fr:pot en verre","Sainsbury's , Coop","Austria , Belgium , Bulgaria , France , Germany , Hungary , Ireland , Montenegro , Morocco , Réunion , Romania , Senegal , Serbia , Spain , Switzerland , Tunisia , Turkey , United Kingdom",,,,,
https://world.openfoodfacts.org/product/5053990156009/pringles-original,Pringles Original – 175 g,5.05399E+12,Pringles,175 g,30 g,D,4,"French: Pommes de terre déshydratées, huiles végétales (tournesol, palme, mais) en proportion variable, farine de blé , farine de mais, farine de riz, maltodextrine, émulsifiant (E471), sel, colorant (norbixine de rocou).",Gluten,Soybeans,2.227,534,31,6.6,56,1.4,3.5,5.9,1.1,https://images.openfoodfacts.org/images/products/505/399/015/6009/front_fr.230.200.jpg,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Snacks, Vegetable-based foods and beverages, Salty snacks, Vegetables based foods, Appetizers, Chips and fries, Vegetables, Crisps, Crisps made from reconstituted potato",TRUE,,,,high,high,low,moderate,"['E160b - Annatto', 'E160bii - Annatto norbixin', 'E471 - Mono- and diglycerides of fatty acids']",Tube,,Italy,,,,,
https://world.openfoodfacts.org/product/8410076801180/crunchy-oats-honey-nature-valley,Crunchy oats & honey – Nature Valley – 42 g,8.41008E+12,Nature Valley,42 g,1 two bars (45 g),D,4,"whole grain oat flakes (60%),sugar, refined sunflower oil, honey (3%), salt, cane molasses, emulsifier (sunflower lecithin), gasifier (sodium acid carbonate)",,"Gluten, Nuts, Peanuts, Soybeans",1.82,436,16.9,2,60,25.1,6,8,0.79,https://images.openfoodfacts.org/images/products/841/007/680/1180/front_en.135.200.jpg,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Sweet snacks, Bars, Cereal bars",,,,,moderate,moderate,high,moderate,"['E322 - Lecithins', 'E500 - Sodium carbonates', 'E500ii - Sodium hydrogen carbonate']",HdpeFilm-packet,E.leclerc,"Belgium , France , Germany , Ireland , Netherlands , Spain , Switzerland , United Kingdom , Bélgica",Spain,Espagne,,,
https://world.openfoodfacts.org/product/3046920028721/schokolade-excellence-99-kakao-lindt,Schokolade Excellence 99% Kakao – Lindt – 50g,3.04692E+12,"Lindt , Lindt&Sprüngli",50g,1 row (3pieces) (7.143 g),E,3,"cocoa solids 99%, cocoa paste, fat-reduced cocoa, cocoa butter, demerara sugar, may contain nuts , milk and soya",Milk,"Milk, Nuts, Sesame seeds, Soybeans",2.397,573,49,30,10,1,,14,0.7,https://images.openfoodfacts.org/images/products/304/692/002/8721/front_en.295.200.jpg,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, Dark chocolate bar with more than 70% cocoa",,,,,high,high,low,moderate,[],"Plastic , Container , fr:Barquette en plastique , fr:Etui en carton , fr:Film en plastique","Auchan , Delhaize , E.Leclerc , Esselunga , Bennet , Coop , Tigros , Carrefour , carrefour.fr , Woolworths , Coles , Rewe , Alcampo , El Corte Inglés , Bonpreu , Migros","Australia , Austria , Belgium , Bulgaria , France , Germany , Italy , Lebanon , Morocco , Romania , Spain , Switzerland , Thailand , United Kingdom",France,France,,,
